"","SRR33445252","SRR33445253","SRR33445254","SRR33445260","SRR33445261","SRR33445262"
"ENSMUSG00000079610.9",26.7195731427962,24.8687536872327,46.7022794495702,31.1104469674496,23.3956473222949,42.9935853930321
"ENSMUSG00000026121.13",75.511837142685,103.205327802016,145.393888852436,130.846879892509,86.0959821460451,66.6839283647028
"ENSMUSG00000087589.3",16.2640879999629,0,7.9305757555874,8.23511831491312,10.2940848218097,15.7935619811138
"ENSMUSG00000061518.11",3681.49249084875,3740.26055455979,2791.56266596676,3584.10649327941,3880.86997782227,3710.60964545169
"ENSMUSG00000037351.9",1655.45181428194,1942.24966297287,1646.03505682636,1766.89038512192,1816.43805810297,1570.58199701076
"ENSMUSG00000026117.10",403.117038284795,251.17441224105,284.619552117192,261.693759785017,272.325334831512,308.851878741781
"ENSMUSG00000026116.11",1053.68055828331,1668.69337241331,1217.78396602464,1197.75220824681,1526.33203130652,1246.81397639793
"ENSMUSG00000050122.19",18.5875291428148,6.21718842180816,57.2763804570201,6.40509202271021,31.818080358321,11.4064614308044
"ENSMUSG00000026113.17",363.618538856314,611.771340705923,310.173629551863,490.447046310382,585.827008950264,475.561699653538
"ENSMUSG00000026112.7",2102.71423428092,2250.62220869456,1705.95496253524,2023.09406603032,2042.90792418279,1811.87252727778
"ENSMUSG00000026111.15",566.919638855851,407.847560470616,389.479387107737,398.030718554134,419.250000015524,378.16806743667
"ENSMUSG00000026110.15",30.204734857074,13.677814527978,55.5140302891118,66.7959596654064,33.6897321441046,35.0968044024752
"ENSMUSG00000060771.15",56.9243079998703,0,25.5540774346705,42.0906047206671,33.6897321441046,37.7290647326608
"ENSMUSG00000037216.5",115.010336571166,79.5800117991445,65.2069562126075,82.3511831491312,124.464843754609,114.064614308044
"ENSMUSG00000026088.15",126.627542285426,121.85689306744,129.532737341261,142.742050791827,151.603794648471,121.961395298601
"ENSMUSG00000026087.11",650.563519998517,667.726036502197,781.602299467336,707.305161936427,781.414620564649,606.297296052758
"ENSMUSG00000058407.12",843.40913485522,830.616373153571,776.315248963611,746.65072721879,605.479352700991,858.994287750579
"ENSMUSG00000026083.12",2152.66821885224,2070.32374446212,1734.15256522178,2019.43401344592,1849.19196435419,1996.13075039077
"ENSMUSG00000026082.11",175.419806285314,161.646898967012,111.909235662178,236.988404840278,194.651785721493,121.083975188539
"ENSMUSG00000037138.18",20.9109702856666,22.3818783185094,28.197602686533,13.7251971915219,6.55078125024257,20.1806625314232
"ENSMUSG00000026078.10",311.341113142147,349.405989305619,289.025427536963,308.359430236191,340.640625012613,491.355261634652
"ENSMUSG00000073702.11",2928.69756056475,3283.91892439907,3003.92586119972,2840.20080549893,3115.36439743679,2860.38955880172
"ENSMUSG00000003134.10",428.674890856166,843.050749997187,475.834545335244,599.333610696455,1209.0870536162,465.910078442858
"ENSMUSG00000003135.15",569.243079998702,467.532569319974,492.576871930373,452.931507320222,409.891741086606,452.748776791929
"ENSMUSG00000085894.1",12.7789262856852,17.4081275810629,18.5046767630373,10.065144607116,20.5881696436195,30.7097038521658
"ENSMUSG00000048234.13",1839.00366456724,1566.73148229566,1336.74260235845,1598.52796623925,1810.82310274562,1893.47259751353
"ENSMUSG00000026074.15",374.074023999147,241.226910766157,833.591629420631,355.940113833467,500.66685269711,645.781201005543
"ENSMUSG00000026072.12",701.679225141258,1855.20902506756,574.526154738109,380.645468778207,639.169084845096,517.677864936509
"ENSMUSG00000070942.8",13.9406468571111,16.1646898967012,7.9305757555874,10.065144607116,6.55078125024257,15.7935619811138
"ENSMUSG00000041945.12",11.6172057142592,6.21718842180816,31.7223030223496,6.40509202271021,14.0373883933769,20.1806625314232
"ENSMUSG00000060679.14",457.717905141814,477.480070794867,394.766437611462,465.741691365642,492.244419661084,418.529392499516
"ENSMUSG00000070939.9",1019.99066171196,1453.57865301875,1088.25122868338,1175.79189274037,1138.90011164931,1089.75577669685
"ENSMUSG00000010290.7",142.891630285389,222.575345500732,183.284417462464,177.512550343683,149.732142862687,164.077560581571
"ENSMUSG00000008136.14",20.9109702856666,4.97375073744653,9.69292592349571,17.3852497759277,8.42243303602616,5.26452066037127
"ENSMUSG00000094497.1",16.2640879999629,17.4081275810629,9.69292592349571,7.32010516881166,0,1.75484022012376
"ENSMUSG00000066877.11",45.307102285611,88.2840755896759,116.315111081948,121.696748431494,103.876674110989,125.471075738849
"ENSMUSG00000057363.12",274.166054856518,247.444099187965,212.363195232951,197.642839557915,236.763950901624,360.619665235432
"ENSMUSG00000100701.1",23.2344114285185,8.70406379053143,21.1482020148997,11.895170899319,14.0373883933769,12.2838815408663
"ENSMUSG00000041763.14",959.581191997813,918.900448743247,837.997504840402,948.868632507212,879.676339318287,860.749127970703
"ENSMUSG00000026049.11",15.102367428537,46.0071943213804,35.2470033581662,20.1302892142321,32.7539062512128,18.4258223112995
"ENSMUSG00000026047.13",132.436145142555,57.1981334806351,110.146885494269,97.906406632856,70.1869419668846,96.5162121068067
"ENSMUSG00000041684.11",245.12304057087,271.069415190836,245.847848423209,303.784364505684,251.737165187893,248.309891147512
"ENSMUSG00000026048.16",394.984994284814,366.814116886682,390.360562191691,376.070403047699,407.084263407931,360.619665235432
"ENSMUSG00000056870.9",3.48516171427777,14.9212522123396,7.04940067163324,17.3852497759277,12.1657366075933,15.7935619811138
"ENSMUSG00000026043.18",2331.57318685183,1478.44740670598,2788.9191407149,1109.91094622107,687.832031275469,706.323188599812
"ENSMUSG00000026042.16",134.759586285407,140.508458332865,347.182983077937,109.801577532175,90.7751116105041,68.4387685848265
"ENSMUSG00000025995.16",223.050349713777,223.818783185094,211.482020148997,297.379272482974,179.678571435225,168.464661131881
