"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000000318.16",13.4057056577687,-0.0128744896163025,0.145955028325995,0.380385620962834,0.872959631633953
"ENSMUSG00000000320.10",22.9493517744733,0.0169239044224302,0.145058654295285,0.501743708922564,0.920694577714148
"ENSMUSG00000000325.16",501.160138873501,0.0244545396847263,0.132651574394146,0.680333618723727,0.961780760399503
"ENSMUSG00000000326.13",16459.9098492451,-0.000727991158411509,0.119027655650944,0.995120064297581,0.99847018936342
"ENSMUSG00000000339.14",218.867672329957,-0.0934887606004345,0.156963687249927,0.190930976331622,0.74418018831137
"ENSMUSG00000000340.10",2419.46144979598,-0.120620580721234,0.135117276500198,0.145377571112655,0.674243792759727
"ENSMUSG00000000346.9",3073.66729765548,-0.0298560217087366,0.114209261747868,0.680996460379733,0.961780760399503
"ENSMUSG00000000355.13",244.734524692622,-0.0511800840117306,0.137919824036836,0.418588169414487,0.887793494091506
"ENSMUSG00000000359.3",10.7383516586655,0.00784490468873219,0.145331594049,0.616281291001795,0.951081731955521
"ENSMUSG00000000374.8",574.525998046681,0.0559665451096139,0.122738445324178,0.453319734055704,0.905720242995527
"ENSMUSG00000000378.15",435.041585776497,-0.0587119278705064,0.132537059148077,0.401885743618141,0.881916645668578
"ENSMUSG00000000384.15",785.222679304138,-0.00379629816428557,0.113859244680704,0.978826544339735,0.997764831713518
"ENSMUSG00000000385.8",171.519699711262,0.0460914712210374,0.14833490425301,0.304728638827669,0.837623948075719
"ENSMUSG00000000386.16",55.5271709094387,-2.7660685227715,0.79536664356986,1.50941073252053e-05,0.00181846876611367
"ENSMUSG00000000399.10",2367.42167558506,0.0638579921456363,0.113168807885198,0.405140990315106,0.881925692483919
"ENSMUSG00000000409.14",79.3403865423409,-0.081938506371756,0.180409406261507,0.00313024527234378,0.0911056336889284
"ENSMUSG00000000416.16",17.1922338496449,-0.0233643181205718,0.148205546052334,0.0610073983065324,0.483128631632227
"ENSMUSG00000000420.15",1146.70229471364,-0.10777449050262,0.12884636551395,0.188886663728539,0.741855233233882
"ENSMUSG00000000439.9",430.369754224259,-0.0458164765875369,0.145866214145064,0.348169124473656,0.859516702564235
"ENSMUSG00000000440.12",252.515060319051,0.0209881972774445,0.128189178777104,0.741666898470686,0.974920659423513
"ENSMUSG00000000441.17",1896.81706535154,0.138031255075358,0.152705965273388,0.111698169254294,0.619192330396179
"ENSMUSG00000000486.13",57.688400577311,-0.0357848075066301,0.148564089992574,0.26266723151589,0.804456837869824
"ENSMUSG00000000489.7",90.526038304457,-0.713343791357707,0.598121784840211,0.00500693199865963,0.118888346552987
"ENSMUSG00000000530.16",174.07028431059,-0.313351393842068,0.381805254799144,0.0185625313042112,0.265400861001261
"ENSMUSG00000000531.5",107.575346670942,0.0241456734424614,0.138335179159827,0.630905502528777,0.954115554703978
"ENSMUSG00000000532.11",383.940415893986,-0.223909361487309,0.284731747072697,0.0331732554267902,0.356158150666883
"ENSMUSG00000000538.18",818.457029067559,0.156316667949711,0.178870668310977,0.0854846729846796,0.554840404471987
"ENSMUSG00000000552.10",633.925218958895,0.0751463162069675,0.156201420206741,0.21307258943268,0.768399248430108
"ENSMUSG00000000555.8",575.779977451934,-0.0196240635064057,0.131878251342379,0.735948868321302,0.97388822063442
"ENSMUSG00000000561.14",489.43388211641,0.0250582927729931,0.131449022755005,0.681360810639047,0.961780760399503
"ENSMUSG00000000563.17",6314.37779493451,-0.00123984248818119,0.105952503244565,0.984117946144172,0.997838196787517
"ENSMUSG00000000567.5",186.685451387138,-0.0547461649400718,0.14778093898286,0.306232530282295,0.838488399793065
"ENSMUSG00000000568.15",1271.50479450122,0.0241613551012519,0.129277445328857,0.69712674173854,0.963963696502228
"ENSMUSG00000000579.14",30.2188881891201,-0.0256281372785585,0.147544929583185,0.236606601132101,0.78950613696374
"ENSMUSG00000000581.8",572.598068072632,0.015141561291298,0.13677453390422,0.763272887429488,0.978080636393951
"ENSMUSG00000000594.7",4904.85284456903,-0.0624142419347943,0.129071081081331,0.404842592690553,0.881916645668578
